image_path,prompt
diffusiondb-1k/image_54.png,"a renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_55.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by dan mumford, ross tran, by laurel d austin "
diffusiondb-1k/image_56.png,"a medieval renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_57.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by dan mumford, ross tran, by laurel d austin "
diffusiondb-1k/image_58.png,"gameplay footage of the sims 4, high definition "
diffusiondb-1k/image_59.png,portrait of a beautiful winged goddess wearing an ornate black robe and gold jewels by tom bagshaw 
diffusiondb-1k/image_60.png,"a medieval portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_61.png,"adorable corgi puppy in a bamboo forest, hyperrealistic, extremely lifelike, highly detailed digital painting by greg rutkowski, artgerm, moebius, ruan jia, makoto shinkai, simon stalenhag, trending on artstation, masterpiece, award - winning, 8 k "
diffusiondb-1k/image_62.png,"a medieval portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_63.png,"detailed symmetry!!, ( astronaut with purple closed visor ), deep inside space with small twinkling stars, by artgerm and charlie bowater and chris rallis, dark age aether punk style, global illumination, radiant light, god rays, bokeh, digital illustration, cg society, unreal engine 5, ray tracing "
diffusiondb-1k/image_64.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by dan mumford, ross tran, by laurel d austin "
diffusiondb-1k/image_65.png,"concept art of translucent glowing curvy fairy dancing booty, renaissance, flowy, melting, round moons, rich clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, epic fantasy art, very colorful, ornate intricate scales, skulls, fractal gems, 8 k, hyper realistic, high contrast "
diffusiondb-1k/image_66.png,oil painting by hieronymous bosch of watson and the shark. 
diffusiondb-1k/image_67.png,"a medieval renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_68.png,"photo cartoon illustration comic manga painting of space environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch "
diffusiondb-1k/image_69.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, grey wings, with sunlit branches. portrait character design psychedelic hyperrealistic botticelli portrait "
diffusiondb-1k/image_70.png,"a medieval renaissance portrait of will ferrell and john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_71.png,"rat with bandages on arms holding wakizashi, highly detailed, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_72.png,"d & d character art, corgi puppy thaumaturgist, hyperrealistic, lifelike, extremely detailed digital illustration by greg rutkowski, artgerm, moebius, ruan jia, makoto shinkai, simon stalenhag, trending on artstation, masterpiece, award - winning, 8 k "
diffusiondb-1k/image_73.png,"rat with bandages on arms holding wakizashi, highly detailed, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_74.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, grey wings, with sunlit branches. portrait character design psychedelic hyperrealistic botticelli portrait "
diffusiondb-1k/image_75.png,"a renaissance portrait of will ferrell and john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_76.png,"rat with bandages on bandaged arms holding wakizashi, highly detailed, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_77.png,oil painting by magritte of watson and the shark. 
diffusiondb-1k/image_78.png,"portrait of a beautiful, elegant winged goddess with horns by tom bagshaw "
diffusiondb-1k/image_79.png,"a renaissance portrait of will ferrell and john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_80.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by beksinski, hd painting, cyberpunk inspiration "
diffusiondb-1k/image_81.png,"a medieval portrait of will ferrell and john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_82.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by beksinski, hd painting, cyberpunk inspiration "
diffusiondb-1k/image_83.png,"tattoo design art, neo traditional snake, finley detailed, japanese traditional inspired, by jeff gogue by nekro borja "
diffusiondb-1k/image_84.png,portrait of a beautiful winged goddess with horns and ornate black dress by tom bagshaw 
diffusiondb-1k/image_85.png,"dark grey skinned female goblin with an oversized red axe, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_86.png,"tattoo design art, neo traditional : 3 eye design, finley detailed, japanese traditional inspired, by jeff gogue by nekro borja, finely detailed, hyperdetailed "
diffusiondb-1k/image_87.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, gold earring, by peter mohrbacher, by rebecca guay, by ron spencer "
diffusiondb-1k/image_88.png,portrait of a beautiful goddess with wings and horns by tom bagshaw 
diffusiondb-1k/image_89.png,"a medieval portrait of will ferrell with john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_90.png,"dark grey skinned female goblin with an oversized red axe, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_91.png,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | blackcrow | incantus erminae | nuzzle me to hell and back | wild 4 wilde ] pawstar serious | | the beast is the man 🙌 
diffusiondb-1k/image_92.png,"medieval portrait of will ferrell with john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
diffusiondb-1k/image_93.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, gold earring, by peter mohrbacher, by rebecca guay, by ron spencer "
diffusiondb-1k/image_94.png,"a photograph of a futuristic street scene, brutalist style, straight edges, finely detailed oil painting, impasto brush strokes, soft light, 8 k, dramatic composition, dramatic lighting, sharp focus, octane render, masterpiece, by adrian ghenie and jenny saville and zhang jingna "
diffusiondb-1k/image_95.png,"! dream tattoo design art, neo traditional : 3 eye design, finley detailed, japanese traditional inspired, by jeff gogue by nekro borja, finely detailed, hyperdetailed "
diffusiondb-1k/image_96.png,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | blackcrow | incantus erminae | nuzzle me to hell and back | wild 4 wilde ] pawstar serious | | all vibes | | the beast is the man 🙌 
diffusiondb-1k/image_97.png,"portrait of a beautiful winged goddess with horns, long wavy black hair, long black dress with silver jewels by tom bagshaw "
diffusiondb-1k/image_98.png,"epic 3 d, underwater spinning vr headsets, future interfaces! gpu controlled by plant consciousness, made of dreams, flowers and intricate laptops, houdini sidefx, perfect render, long journey, artstation trending, by jeremy mann, tsutomi nihei, sakimichan and ilya kuvshinov "
diffusiondb-1k/image_99.png,"a skeleton peaking from behind an empty throne, detailed digital art, artstation "
diffusiondb-1k/image_100.png,variegated 
diffusiondb-1k/image_101.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, gold earring, by peter mohrbacher, by rebecca guay, by ron spencer "
diffusiondb-1k/image_102.png,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | blackcrow | incantus erminae | nuzzle me to hell and back | wild 4 wilde ] pawstar serious | | a tale of a tail | | the beast is the man 🙌 supersaiyan? 
diffusiondb-1k/image_103.png,"portrait of a beautiful woman with horns, long wavy black hair, long black dress with silver jewels, black bat wings on back, by tom bagshaw "
diffusiondb-1k/image_104.png,"a skeleton peaking from behind an empty royal throne, detailed digital art, artstation "
diffusiondb-1k/image_105.png,"epic 3 d, underwater spinning vr headsets, hud, gripping! circuit board by plant consciousness, made of dreams, flowers and intricate laptops, houdini sidefx, perfect render, long journey, artstation trending, by jeremy mann, tsutomi nihei, sakimichan and ilya kuvshinov "
diffusiondb-1k/image_106.png,variegated pothos 
diffusiondb-1k/image_107.png,"neon butterfly girl, by weta fx, by wlop, majestic look, cinema 4 d, cinematic "
diffusiondb-1k/image_108.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, gold earring, by peter mohrbacher, by rebecca guay, by ron spencer "
diffusiondb-1k/image_109.png,"portrait of a beautiful woman with horns, blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, by tom bagshaw "
diffusiondb-1k/image_110.png,"tattoo design art, neo traditional eye design, finley detailed, japanese traditional inspired, by jeff gogue by nekro borja, finely detailed, hyperdetailed "
diffusiondb-1k/image_111.png,"a photograph of a futuristic street scene, brutalist style architecture, straight edges, shop signs, finely detailed oil painting, impasto brush strokes, soft light, 8 k, dramatic composition, dramatic lighting, sharp focus, octane render, masterpiece, by adrian ghenie and jenny saville and zhang jingna "
diffusiondb-1k/image_112.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, gold earring, by peter mohrbacher, by rebecca guay, by ron spencer "
diffusiondb-1k/image_113.png,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ anthropowarp | blackcrow pouncewerk | incantus erminae | nuzzle me to hell and back | wild 4 wilde ] pawstar serious | | a tale of a tail | | the beast is the man 🙌 
diffusiondb-1k/image_114.png,"portrait of a beautiful woman with horns, piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, by tom bagshaw "
diffusiondb-1k/image_115.png,"a cool and muscular male refugee of legends character, shabby clothes, bag, shelter background, symmetrical, maximalist, cg animation, riot enterainment, arcane, realistic, hyper detailed, masterpiece character select portrait, by artgerm, anna dittmann, ilya kuvshinov, loish, drew struzan, charlie bowater, 3 d "
diffusiondb-1k/image_116.png,"portrait of a beautiful woman with horns, piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, by tom bagshaw "
diffusiondb-1k/image_117.png,"beautiful ink sketch in black, white and red, a hall in ancient rome, by ilya kuvshinov, wlop, krenz kushart, boris vallejo, ayami kojima and ayami kojima "
diffusiondb-1k/image_118.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by dan mumford, ross tran, by laurel d austin "
diffusiondb-1k/image_119.png,"illustration of helicopter over a rural village, 1 8 3 5. "
diffusiondb-1k/image_120.png,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw "
diffusiondb-1k/image_121.png,"tattooed female goblin with grey skin holding a red axe, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_122.png,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw "
diffusiondb-1k/image_123.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, grey wings, with sunlit branches. portrait character design psychedelic hyperrealistic botticelli portrait "
diffusiondb-1k/image_124.png,"portrait of haribo bear in future city, color and shape focus, central composition, natural light, bloom, puff, by simon stalenha "
diffusiondb-1k/image_125.png,"tattooed female goblin with grey skin holding a red axe, d & d, fantasy, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, global illumination, shaded, art by artgerm and greg rutkowski and fuji choko and viktoria gavrilenko and hoang lap "
diffusiondb-1k/image_126.png,"full length portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw "
diffusiondb-1k/image_127.png,undefined 
diffusiondb-1k/image_128.png,"full length portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw "
diffusiondb-1k/image_129.png,"anthro - lynx, human with head of lynx, trending on artstation, concept art "
diffusiondb-1k/image_130.png,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by beksinski, hd painting, cyberpunk inspiration "
diffusiondb-1k/image_131.png,"frontal portrait of female adult twins in the apocalypse, by tim bradstreet. "
diffusiondb-1k/image_132.png,"concept art of translucent glowing curvy mermaid dancing, big booty, flowy, melting, round moon, swirly clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, dragons, epic fantasy art, very colorful, ornate intricate scales, gold skulls, fractal gems, 8 k, hyper realistic, high contrast "
diffusiondb-1k/image_133.png,"beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw "
diffusiondb-1k/image_134.png,fonts 
diffusiondb-1k/image_135.png,"black anthro - lynx, human with head of lynx, pink mohawk, facial scar, wearing patched flight suit, on the nostromo, trending on artstation, "
diffusiondb-1k/image_136.png,"concept art of translucent glowing curvy woman dancing, big booty, flowy, melting, round moon, swirly clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, dragons, epic fantasy art, very colorful, ornate intricate scales, gold skulls, fractal gems, 8 k, hyper realistic, high contrast "
diffusiondb-1k/image_137.png,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background "
diffusiondb-1k/image_138.png,sadsadsadsadsadsadsadsadsadsadsadsadsadsadsad 
